area_name,nightlight_intensity,mobile_calls,data_usage_mb,unique_devices,informal_employment_density,primary_sector,latitude,longitude,population,area_sqkm,density
Dharavi,100.0,15087.74382110334,40974.60869524057,3229,48.46805364014925,Construction,19.033197132197515,72.86662224508723,1000000,2.39,418410
Dharavi,100.0,14499.71400084921,29810.396947260964,4643,56.848647639162444,Construction,19.0501272622695,72.84678956178209,1000000,2.39,418410
Dharavi,15.105325799767611,2769.913310986092,3176.570708656947,805,20.582228309375637,Construction,19.027403458928493,72.85016934315664,1000000,2.39,418410
Dharavi,100.0,15607.406099572028,37797.25184366759,5890,51.73271438426872,Domestic Services,19.05433130741374,72.86282560939321,1000000,2.39,418410
Dharavi,100.0,16166.449587659516,19579.753940841732,3390,43.99493666894884,Domestic Services,19.046290495642854,72.85035649505194,1000000,2.39,418410
Dharavi,100.0,15824.424421115831,37607.58804248311,3502,46.7010551636765,Construction,19.03568886546084,72.8604137409061,1000000,2.39,418410
Dharavi,56.44326138374077,5379.764606512281,9311.2745379461,2097,35.78691504163501,Domestic Services,19.050142073544084,72.84788188178841,1000000,2.39,418410
Dharavi,100.0,16164.342260677995,46938.78508970393,3384,47.12835258201983,Pottery & Crafts,19.044747235883783,72.8417193796153,1000000,2.39,418410
Dharavi,25.36989947911872,4888.136527291436,14214.081432387326,1234,25.913668936043788,Recycling & Waste,19.042037886364664,72.86345128380812,1000000,2.39,418410
Dharavi,100.0,15485.795994239144,42189.03954364332,5387,46.79671260339083,Leather & Textiles,19.042822736446453,72.84758077341898,1000000,2.39,418410
Dharavi,100.0,13765.11572382788,31548.675786021216,3031,49.93110844493658,Pottery & Crafts,19.05086288216439,72.87556703563637,1000000,2.39,418410
Dharavi,35.44058835213303,3457.206532629835,5589.059742784009,1234,24.861944210596867,Construction,19.035785948116118,72.86262927039466,1000000,2.39,418410
Dharavi,68.53882200221067,10768.97958087489,16897.47701003211,2596,36.58704217403933,Leather & Textiles,19.04833066032835,72.86090254933305,1000000,2.39,418410
Dharavi,40.36389657839853,6440.479482073264,18312.070342974577,1689,28.49666071953613,Recycling & Waste,19.040790912697933,72.85598423819046,1000000,2.39,418410
Dharavi,33.82978263672639,4847.945907378565,11575.40787826249,1467,36.36479070027586,Recycling & Waste,19.045972722878837,72.85052875232176,1000000,2.39,418410
Dharavi,33.47597065328351,5129.066759399054,6824.801347251817,1173,17.086370960356284,Recycling & Waste,19.02713267456229,72.84626995298777,1000000,2.39,418410
Dharavi,79.42568872414384,13633.848518111927,18557.058207066337,2903,45.84127794258724,Recycling & Waste,19.04858157831316,72.86675470867308,1000000,2.39,418410
Dharavi,100.0,16040.793809994924,42452.021769452855,5184,50.43617021703082,Pottery & Crafts,19.045954097414192,72.85232750351591,1000000,2.39,418410
Dharavi,100.0,12555.893519434383,16946.474354631595,2587,57.20139379728839,Recycling & Waste,19.04483034289487,72.85769077537525,1000000,2.39,418410
Dharavi,100.0,14914.18293402903,27315.23033891573,4670,47.96242209680346,Street Vendors,19.04364508300859,72.85490449468055,1000000,2.39,418410
Dharavi,91.35020212958747,12754.290050148631,38205.06066271157,4528,38.414425140056075,Street Vendors,19.050403474525798,72.85672767063495,1000000,2.39,418410
Dharavi,41.15879089992767,3696.684157526982,9440.122277395709,1065,26.637891016652972,Construction,19.025979572972428,72.84875608858538,1000000,2.39,418410
Dharavi,100.0,16062.876502515068,27478.902927356536,3434,49.30224068953335,Construction,19.04986726994008,72.86049043153517,1000000,2.39,418410
Dharavi,57.133460836325106,8789.269659489955,24277.39516720356,2697,30.766448965933442,Leather & Textiles,19.05333024597311,72.86660323734456,1000000,2.39,418410
Dharavi,100.0,15725.935861281148,23867.430470116426,5409,50.39967601794346,Pottery & Crafts,19.051224879440934,72.86089514812008,1000000,2.39,418410
Dharavi,26.217327470019814,3952.009877151634,9190.50011678549,1182,10.913456140921628,Recycling & Waste,19.054199700897247,72.85088868817917,1000000,2.39,418410
Dharavi,100.0,13627.210386221957,19733.84116861015,3147,46.71244060302187,Street Vendors,19.046654860670774,72.8529921947662,1000000,2.39,418410
Dharavi,47.42435096148799,7610.621129017881,13064.477444306309,2044,30.331143535318354,Pottery & Crafts,19.042423202286894,72.86433292324186,1000000,2.39,418410
Dharavi,100.0,15312.543021452366,36714.352531443656,3095,45.24722082826321,Recycling & Waste,19.06076159293577,72.86091450601732,1000000,2.39,418410
Dharavi,100.0,15286.478814659496,17635.005732703197,3897,38.66924917481092,Manufacturing,19.039092438252133,72.8652647012327,1000000,2.39,418410
Dharavi,37.82800297296653,4738.609728961444,6599.814946337505,1583,21.989311280549163,Construction,19.04189192873631,72.86031129791391,1000000,2.39,418410
Dharavi,59.19247541600313,7976.140220795958,15169.036907704727,2232,26.03402735563554,Construction,19.035313261054227,72.86739263701458,1000000,2.39,418410
Dharavi,25.58779595843991,4701.676628450248,6141.268922295515,1425,9.840412921988305,Leather & Textiles,19.049583243150696,72.85163840067948,1000000,2.39,418410
Dharavi,100.0,15950.108783640737,23177.691745322132,5089,48.08034352331272,Domestic Services,19.05115972726006,72.8659629059474,1000000,2.39,418410
Dharavi,37.90138813631151,6394.255481901245,6655.687920480587,2334,22.990535122007454,Construction,19.057074686226237,72.84573461350811,1000000,2.39,418410
Dharavi,34.751409962491984,5841.184719521535,12551.637710741876,2281,30.388764144502698,Construction,19.04426778836178,72.8621157666023,1000000,2.39,418410
Dharavi,100.0,14974.124199393787,42956.77857571327,4795,54.52659547848067,Pottery & Crafts,19.038034024508626,72.85910553932592,1000000,2.39,418410
Dharavi,100.0,16397.892933289757,41696.94544403403,3801,53.032364047785165,Pottery & Crafts,19.04749498681617,72.8702104212669,1000000,2.39,418410
Dharavi,42.77154437011409,7076.587601857147,19959.13766498039,1971,19.551436147643884,Recycling & Waste,19.03469840745084,72.87774537775314,1000000,2.39,418410
Dharavi,74.48565133254664,12258.991201714221,26423.222436789063,3221,37.22669225521166,Construction,19.050447275916323,72.85232721995762,1000000,2.39,418410
Dharavi,100.0,14969.531208346665,16628.697016931532,3065,43.95887850058199,Street Vendors,19.049622963143744,72.84506227202017,1000000,2.39,418410
Dharavi,14.311261139129321,1455.7204853063267,1928.647571381904,506,8.423851786881979,Construction,19.04046606414779,72.86160239362809,1000000,2.39,418410
Dharavi,100.0,13596.927611907828,36616.88529226536,2818,44.963013207359374,Construction,19.04684957846903,72.86707519390283,1000000,2.39,418410
Dharavi,100.0,13616.497798245297,20694.41812010687,2777,43.84243007473285,Construction,19.040132138377363,72.8681334050969,1000000,2.39,418410
Dharavi,29.172439328740463,5096.782896337311,6249.026454047422,1038,42.754376875435035,Construction,19.044876800517297,72.84623006279082,1000000,2.39,418410
Dharavi,100.0,15717.304691225112,32480.15988979808,4499,54.460810232544766,Construction,19.045358668287133,72.84379153736509,1000000,2.39,418410
Dharavi,100.0,14344.331621802932,32599.926752659,2883,58.54732799790907,Domestic Services,19.047290301703725,72.86501499927301,1000000,2.39,418410
Dharavi,58.47770396253026,9622.252902085153,23677.735595145452,2127,30.200273007961304,Leather & Textiles,19.040887867143205,72.86017518177995,1000000,2.39,418410
Dharavi,100.0,14111.686516965718,42005.12302473084,3661,46.57046432202141,Domestic Services,19.04439999131318,72.86115216260849,1000000,2.39,418410
Dharavi,43.802756281028216,4791.13296327107,5500.906048233439,1280,28.100711247785373,Leather & Textiles,19.047832032677274,72.85339214412139,1000000,2.39,418410
Dharavi,100.0,14434.84283201821,17859.29976757569,2919,56.24364500038339,Leather & Textiles,19.034255440383486,72.8671171907253,1000000,2.39,418410
Dharavi,85.90542410406978,12092.19741475161,25757.599553664826,4728,50.081035518496066,Construction,19.051230517095306,72.84602241161538,1000000,2.39,418410
Dharavi,38.553825339906396,6594.503216180158,10250.962221200121,2410,21.68270936023673,Leather & Textiles,19.052389956367907,72.8427129340249,1000000,2.39,418410
Dharavi,83.93456523134236,11699.964717247058,16312.069621569537,2562,41.88028662919515,Street Vendors,19.047407235429215,72.85529886824696,1000000,2.39,418410
Dharavi,100.0,14957.480046107532,39066.327597725525,5200,48.99988968341197,Construction,19.04133183329652,72.86007412539826,1000000,2.39,418410
Dharavi,100.0,15165.30681301277,29296.509648616764,3790,50.36152679213875,Domestic Services,19.044843940564697,72.86098348403672,1000000,2.39,418410
Dharavi,100.0,14984.58716299896,43105.944535523544,5253,48.24512074333377,Leather & Textiles,19.027839327198254,72.85131189525138,1000000,2.39,418410
Dharavi,48.81721186317804,5050.878041179471,9613.460757682085,1385,28.24017096264921,Construction,19.051287232980993,72.85437956534804,1000000,2.39,418410
Dharavi,100.0,15002.73815573088,37796.42623896357,3972,51.9834370290809,Construction,19.043532905038045,72.83872928851801,1000000,2.39,418410
Dharavi,94.6980177413667,14062.086498897284,39165.23655586362,3251,48.117490346375476,Leather & Textiles,19.04806968306092,72.86318973025404,1000000,2.39,418410
Dharavi,100.0,16766.27182918679,26504.905976091515,4761,39.51711679406159,Leather & Textiles,19.04740852017118,72.84868591914585,1000000,2.39,418410
Dharavi,26.29206067743357,3172.86577343502,7688.978800408118,784,7.534530514241236,Construction,19.036669060375957,72.87105361175426,1000000,2.39,418410
Dharavi,94.3964535336995,14949.474025263156,16465.19578598458,4109,38.63591804507605,Pottery & Crafts,19.044887477381724,72.86278112257934,1000000,2.39,418410
Dharavi,100.0,16488.62211215861,39291.01750965931,5628,45.79254302875919,Construction,19.04354111095359,72.85467504620276,1000000,2.39,418410
Dharavi,24.705815189536075,3085.9645784527547,5989.418666235437,1033,13.904699627194606,Construction,19.060829802560413,72.8567818402121,1000000,2.39,418410
Dharavi,68.16445461712435,10854.10155584257,16133.508014725061,3641,40.8486972904543,Recycling & Waste,19.028585550453325,72.84878868707808,1000000,2.39,418410
Dharavi,78.74925633848895,12147.60976059368,24606.420139072547,2542,32.070376725870766,Street Vendors,19.05387016189401,72.85457899419606,1000000,2.39,418410
Dharavi,100.0,14864.820209263231,38938.77521787833,3454,56.08869352044597,Domestic Services,19.049428436977767,72.86216216291825,1000000,2.39,418410
Dharavi,25.061274112099905,4209.645186277532,4811.610562982104,930,30.155980036876418,Recycling & Waste,19.05363138480136,72.85883574649786,1000000,2.39,418410
Dharavi,100.0,15838.252301211096,45544.14765739856,4424,48.800217762235036,Leather & Textiles,19.049757861549843,72.85474345097751,1000000,2.39,418410
Dharavi,26.36744618679541,5157.889001034066,10159.122129071353,1979,9.804273782920593,Pottery & Crafts,19.053502455655533,72.86747692967457,1000000,2.39,418410
Dharavi,58.14362006292672,10067.39895906478,11965.327798190217,2509,37.023334752347054,Recycling & Waste,19.040081994160037,72.85893862593828,1000000,2.39,418410
Dharavi,55.478471943009424,6605.551290180394,17352.33514774147,1682,36.772507388381136,Domestic Services,19.05167754298831,72.83941963975762,1000000,2.39,418410
Dharavi,100.0,15303.925008985516,42172.47923841703,3438,46.47358917256979,Manufacturing,19.04489476981347,72.85649791854118,1000000,2.39,418410
Dharavi,100.0,16235.698508117042,33588.97544203794,3771,50.36410492651069,Recycling & Waste,19.059723770019485,72.85815781448282,1000000,2.39,418410
Dharavi,100.0,15931.011033557694,43541.92169876454,3219,50.94704901958929,Domestic Services,19.062360922049436,72.8424288627296,1000000,2.39,418410
Dharavi,39.81485716052397,4560.874973922857,8307.046494261793,1402,35.919351075211,Construction,19.05571046175236,72.84453047117633,1000000,2.39,418410
Dharavi,100.0,15769.216891973307,41162.00815953086,5029,52.70277014075044,Construction,19.04082992464738,72.85252510266882,1000000,2.39,418410
Dharavi,100.0,15034.300845467407,29305.98144418506,5274,46.303627023916064,Leather & Textiles,19.045454685302612,72.84500470629102,1000000,2.39,418410
Dharavi,100.0,16321.249540398578,44826.94533427228,6280,44.0960901236247,Recycling & Waste,19.04513052213189,72.86702259922815,1000000,2.39,418410
Dharavi,18.198956711821328,1597.2619191197844,3075.7668105945154,379,14.989240929028142,Leather & Textiles,19.057633297820807,72.86033878419079,1000000,2.39,418410
Dharavi,100.0,15322.026023337768,30384.846609599084,3421,53.75633571604935,Pottery & Crafts,19.04571395457948,72.86012389446468,1000000,2.39,418410
Dharavi,24.39887823086041,2777.3844170335497,5616.764647952654,1086,18.12382152866708,Construction,19.03149739545301,72.84908891135645,1000000,2.39,418410
Dharavi,57.17426856621776,8327.699089070675,14292.85282589225,2097,44.400192390894624,Construction,19.05340643270229,72.85488929357194,1000000,2.39,418410
Dharavi,77.36747330450756,11245.346291972399,15693.405602367884,3313,28.496518029186348,Leather & Textiles,19.02460426495834,72.8474327604646,1000000,2.39,418410
Dharavi,26.672727143824606,4821.242516420072,8880.420887135515,1599,24.811180727515534,Leather & Textiles,19.03682477052212,72.87329439463237,1000000,2.39,418410
Dharavi,100.0,15070.414130896857,31674.99475801403,5536,46.23285925695701,Pottery & Crafts,19.037016696418892,72.85503336091715,1000000,2.39,418410
Dharavi,82.67844375333169,10955.685448908036,22764.77995340811,2283,46.34356462718968,Construction,19.049490258642297,72.86059481863136,1000000,2.39,418410
Dharavi,100.0,16185.010069451659,35684.86777909337,3954,43.742603930472676,Domestic Services,19.061404744422713,72.86511358987636,1000000,2.39,418410
Dharavi,100.0,15228.906904524376,32603.7363941343,3146,50.76731532797291,Construction,19.04781307284358,72.83721414279168,1000000,2.39,418410
Dharavi,40.201362001462506,5484.29400140796,12210.271012173742,1198,22.24789010461151,Street Vendors,19.03793505762544,72.84900181140108,1000000,2.39,418410
Dharavi,46.83394230550315,6096.816907117896,14558.74904709759,2386,35.78562378158622,Recycling & Waste,19.047056507450836,72.8627343178595,1000000,2.39,418410
Dharavi,47.01414291288833,6567.798410624591,10239.26935551968,2417,25.2824039865231,Pottery & Crafts,19.04998037536285,72.86038691514047,1000000,2.39,418410
Dharavi,17.491247242028702,2771.4068176301375,4017.617002961478,754,26.145687474517416,Recycling & Waste,19.0417535027377,72.85227942123751,1000000,2.39,418410
Dharavi,100.0,15287.571801366457,44092.36543741158,4631,50.61507052949579,Leather & Textiles,19.051271578340362,72.85505141912928,1000000,2.39,418410
Dharavi,11.055887007496212,905.5711717796395,2653.607723489895,190,11.875013653825196,Domestic Services,19.04534430554098,72.85016652837459,1000000,2.39,418410
Dharavi,100.0,16038.836986493305,34981.26468331856,3627,49.17654263239926,Pottery & Crafts,19.040319420501422,72.859325779033,1000000,2.39,418410
Dharavi,14.79071725789582,1224.0547144680108,3499.514405621363,283,16.669015705015923,Construction,19.042238587707804,72.84542026223225,1000000,2.39,418410
Dharavi,100.0,15649.213399808159,41612.586696253165,3471,55.90463589269349,Construction,19.048111951883914,72.8634278973833,1000000,2.39,418410
Dharavi,100.0,15065.311790201473,26692.381942785974,5107,44.778931305716725,Construction,19.04070868226282,72.8561915659599,1000000,2.39,418410
Dharavi,87.19794739630832,13097.53121698264,32447.5848067049,3270,48.560291778033225,Leather & Textiles,19.042182047949623,72.85740424364307,1000000,2.39,418410
Dharavi,100.0,15138.005110558697,27631.993015544747,4802,56.370650507127465,Manufacturing,19.044703117355407,72.85259627141184,1000000,2.39,418410
Dharavi,100.0,15040.922392916731,39744.49119246219,3962,48.04055785643435,Street Vendors,19.051891367658634,72.85184748862073,1000000,2.39,418410
Dharavi,34.308586562357085,4431.435708514313,10599.426405918168,1409,23.700208067244507,Leather & Textiles,19.033101374250304,72.859554589139,1000000,2.39,418410
Dharavi,100.0,14030.351210072204,21901.660226792315,3096,49.906393187236716,Pottery & Crafts,19.036911401155965,72.84572573807898,1000000,2.39,418410
Dharavi,100.0,15322.676394728387,39925.93125298053,6048,38.59149655693808,Construction,19.05737656484671,72.86397642450004,1000000,2.39,418410
Dharavi,34.43705101789741,5710.02913283604,15599.799372605745,1208,16.302150004229077,Street Vendors,19.054628008694035,72.85376197499126,1000000,2.39,418410
Dharavi,100.0,14814.1052267824,15756.412853233393,3140,54.906592997858695,Manufacturing,19.037190744346134,72.85858406708756,1000000,2.39,418410
Dharavi,50.04206667728003,8593.279350823688,16264.376180967787,2730,21.865516079390915,Pottery & Crafts,19.055219064732366,72.85147529202574,1000000,2.39,418410
Dharavi,85.82720750409428,12523.131976744438,15643.31346528266,3423,48.276870679696295,Construction,19.049073886161786,72.86153761200521,1000000,2.39,418410
Dharavi,100.0,13435.783759555394,30351.1029658767,3235,52.18681731032574,Domestic Services,19.03182783182432,72.8571823540574,1000000,2.39,418410
Dharavi,100.0,15900.167775110616,39250.56441563741,4522,52.2079704561021,Recycling & Waste,19.05936536973763,72.8583911994822,1000000,2.39,418410
Dharavi,100.0,15607.244701019792,21992.20178274734,5902,62.42981209935974,Domestic Services,19.041349710732863,72.86758613859735,1000000,2.39,418410
Dharavi,100.0,16587.74538706509,32539.052704540776,4419,41.38631985100177,Leather & Textiles,19.04682730887854,72.85190018030481,1000000,2.39,418410
Dharavi,100.0,13454.151057635496,36628.43756013036,3559,53.565319114063925,Construction,19.041796671828138,72.84531732615983,1000000,2.39,418410
Dharavi,100.0,15253.294090033069,23453.044706129982,4180,54.103717533058,Street Vendors,19.045493142387375,72.84176593390852,1000000,2.39,418410
Dharavi,100.0,14641.531822570149,26300.541791215463,5121,49.509887964180884,Manufacturing,19.03846507315897,72.85937830727879,1000000,2.39,418410
Dharavi,21.2907743490126,2424.471783980527,7051.504418002028,641,14.327828274178916,Leather & Textiles,19.053714941095173,72.84593652379763,1000000,2.39,418410
Dharavi,100.0,14538.046984524055,27738.95140773658,3991,40.199976797998644,Recycling & Waste,19.034785094083812,72.85546225735187,1000000,2.39,418410
Dharavi,100.0,15168.822819723597,34335.2511296249,4764,56.81430885505731,Leather & Textiles,19.045712698155754,72.85168864448512,1000000,2.39,418410
Dharavi,92.78070012829879,14192.179707547179,27846.686117692672,4139,44.20931672378,Recycling & Waste,19.038252988867857,72.84305288020735,1000000,2.39,418410
Dharavi,45.93063173336682,8657.278458904997,16339.4250576237,2111,27.387697164223912,Construction,19.040609108268995,72.84557404278533,1000000,2.39,418410
Dharavi,93.9644210014687,14095.848354804855,18843.162734372727,4757,46.93332249102694,Leather & Textiles,19.042939388379402,72.86269160669367,1000000,2.39,418410
Dharavi,23.753061119524396,4620.318468399804,13181.887208437092,1069,11.77958569776211,Pottery & Crafts,19.048673355169026,72.86260927629941,1000000,2.39,418410
Dharavi,100.0,14832.23539295452,27135.42235440116,5198,50.4316439667347,Street Vendors,19.037625010781717,72.86144125667715,1000000,2.39,418410
Dharavi,59.43706696390183,7012.407359562469,9253.285845029464,1815,36.74121636102768,Construction,19.04330533574927,72.85500369546645,1000000,2.39,418410
Dharavi,100.0,15752.562961167001,28838.81420517206,3722,47.72474216813758,Recycling & Waste,19.057561570282612,72.8501298434865,1000000,2.39,418410
Dharavi,100.0,14185.297395399983,23099.256308363092,4866,50.435145053898474,Domestic Services,19.030735917186867,72.85330929838712,1000000,2.39,418410
Dharavi,7.790558617586691,1124.8948610504322,2342.6108392415313,434,27.589374995138982,Domestic Services,19.050373689152515,72.84461230936783,1000000,2.39,418410
Dharavi,100.0,15494.589436411388,44410.36194335778,5432,52.59663238469408,Leather & Textiles,19.047841490004284,72.84583028597413,1000000,2.39,418410
Dharavi,19.656914829446734,3241.637843034108,5866.167532958512,1112,29.000989803557328,Domestic Services,19.042527449657097,72.8559553511816,1000000,2.39,418410
Dharavi,74.62847304076237,10717.538076556695,28133.37967018259,2554,38.18637222802584,Domestic Services,19.041093627705767,72.87011711564415,1000000,2.39,418410
Dharavi,100.0,16278.850398037695,48424.28490567567,4716,38.6836086437368,Leather & Textiles,19.03991671788887,72.87699229205035,1000000,2.39,418410
Dharavi,100.0,15332.368701559153,42417.36340480792,3838,47.18825355499534,Domestic Services,19.048802229080092,72.8624727169747,1000000,2.39,418410
Dharavi,34.59117500904244,5910.859251133551,13239.598087168219,1752,20.944403241394095,Pottery & Crafts,19.045013640919407,72.84716241603556,1000000,2.39,418410
Dharavi,100.0,18015.55743450783,28895.432097342433,5070,43.88034839339274,Pottery & Crafts,19.054627572026494,72.86219248335239,1000000,2.39,418410
Dharavi,100.0,14990.930482351076,30682.82146993457,5681,45.7413065561201,Construction,19.046156509469643,72.86466153361953,1000000,2.39,418410
Dharavi,37.70534634062202,6595.716054086342,7546.303815690583,2133,16.206744188092387,Leather & Textiles,19.044040946672418,72.86989093731715,1000000,2.39,418410
Dharavi,100.0,15778.40445418747,31731.507373147393,3866,40.135220137802854,Construction,19.052724327652697,72.84974574590679,1000000,2.39,418410
Dharavi,37.80793005350853,4458.943890589066,5356.014244306005,1057,21.277888326670222,Street Vendors,19.05335687072583,72.8460783574041,1000000,2.39,418410
Dharavi,45.92556931636718,6800.566293237455,8476.257986559258,1795,34.90557709236269,Construction,19.042079081347037,72.85867239334334,1000000,2.39,418410
Dharavi,100.0,15528.401662318747,46106.70182652248,3604,55.0219881599627,Recycling & Waste,19.034668663103993,72.85072137029499,1000000,2.39,418410
Dharavi,100.0,16200.263664799282,32886.01602485617,5559,48.295914567326165,Recycling & Waste,19.05112805296548,72.86395278690946,1000000,2.39,418410
Dharavi,15.330737336787983,2365.3876702567627,4080.1161168998756,480,20.314117612297693,Domestic Services,19.049458466533167,72.8603237762506,1000000,2.39,418410
Dharavi,33.86223157998323,5295.250977897912,7051.092664900528,2039,20.974414224193623,Construction,19.045777107902275,72.85828742819874,1000000,2.39,418410
Dharavi,100.0,14127.896032575083,27670.808945655226,4159,41.32744782502759,Leather & Textiles,19.0355986634343,72.8691551354422,1000000,2.39,418410
Dharavi,63.97217645754739,10193.8560937434,19524.80941388398,3401,41.746500056145436,Construction,19.048678834503853,72.86036982839248,1000000,2.39,418410
Dharavi,49.480632514352045,9278.547212303636,12150.280408473169,2148,22.719861319588603,Domestic Services,19.036437681742875,72.85550662595124,1000000,2.39,418410
Dharavi,100.0,15445.817495014428,29534.18455129794,3718,56.031942446552414,Pottery & Crafts,19.038870081315427,72.86073997943554,1000000,2.39,418410
Dharavi,100.0,14050.555601695522,34914.399741966256,3391,56.704666412199195,Street Vendors,19.049590856672246,72.86371974197414,1000000,2.39,418410
Dharavi,17.03565277223745,2601.7282873967006,2812.1625479899826,580,20.15484814674898,Domestic Services,19.03929660756487,72.85464185491901,1000000,2.39,418410
Dharavi,100.0,14862.86547528166,27166.74073832061,4637,42.377149643473814,Construction,19.044620294959742,72.85773685344421,1000000,2.39,418410
Dharavi,100.0,15693.374060744076,41924.16553412198,3819,40.58697343757608,Domestic Services,19.049795190486535,72.86626561951954,1000000,2.39,418410
Dharavi,100.0,15021.478771808366,29227.302804871615,3036,52.20457282978204,Leather & Textiles,19.055958273147017,72.85729525390434,1000000,2.39,418410
Dharavi,100.0,13120.449796282144,30432.087152581367,2700,34.49648742461207,Street Vendors,19.039539325580336,72.84849720096443,1000000,2.39,418410
Dharavi,100.0,14495.427846599212,25748.78840940221,3592,57.261315468604266,Domestic Services,19.0441861650687,72.85550842174968,1000000,2.39,418410
Dharavi,100.0,15163.395433138845,37033.6483810286,4606,47.64387065057565,Street Vendors,19.05657414286057,72.86533962240374,1000000,2.39,418410
Dharavi,17.700016533137013,3049.5924725731984,8646.128766304582,693,30.495593210844188,Leather & Textiles,19.038130635504423,72.85828252854282,1000000,2.39,418410
Dharavi,100.0,15337.793109533712,37052.9546840442,3792,40.91660666426631,Leather & Textiles,19.0512322843694,72.85953791876621,1000000,2.39,418410
Dharavi,100.0,14473.23553059025,42111.23042830882,5781,50.056879992482706,Leather & Textiles,19.045093682399152,72.85437973855868,1000000,2.39,418410
Dharavi,36.94896431567403,6263.361562391861,11372.728972444247,1804,26.47111305732141,Recycling & Waste,19.048338262429866,72.86098226632866,1000000,2.39,418410
Dharavi,36.860564071518446,6514.205115319978,9220.323239942629,1615,27.289373339533235,Recycling & Waste,19.045573788551525,72.86534003440774,1000000,2.39,418410
Dharavi,100.0,14947.244671088483,20971.919269799248,5030,51.684126564464236,Construction,19.031966020973293,72.86337295331383,1000000,2.39,418410
Dharavi,46.6237054915377,7287.459952518324,20222.64224199849,2212,31.827058397455353,Leather & Textiles,19.048682910028727,72.8451069506713,1000000,2.39,418410
Dharavi,100.0,13975.556404488018,38818.798946068964,2821,43.00647883512074,Leather & Textiles,19.035126984917444,72.86583475471556,1000000,2.39,418410
Dharavi,100.0,13817.511526173541,15011.562824422248,3023,49.32052685313991,Domestic Services,19.044403939392755,72.85234194027609,1000000,2.39,418410
Dharavi,43.16976555909265,6126.778596019641,16332.242870388847,1506,30.062900721807388,Recycling & Waste,19.046082361285272,72.85244806172204,1000000,2.39,418410
Dharavi,12.250044430120226,1327.2532401869034,1853.1781248755321,347,24.849724996248778,Domestic Services,19.058067774435724,72.8577969474461,1000000,2.39,418410
Dharavi,100.0,15143.579409464524,30950.15109073632,3408,50.81761744782318,Leather & Textiles,19.04863758671436,72.83833023992221,1000000,2.39,418410
Dharavi,36.477005572236315,3124.6993941619717,7180.348273740809,928,16.111448532175302,Construction,19.043827600601226,72.85297076974302,1000000,2.39,418410
Dharavi,70.98822231207633,9959.439225689108,10664.071435302305,2876,47.074769069672705,Street Vendors,19.036876524985267,72.86116007913111,1000000,2.39,418410
